kind,id,score,blocker,recoverable_share,confidence,score_model_id,rubric_version
onet,8243,5,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4406,78,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9656,82,data_access,0.58,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4263,68,judgment,0.42,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13320,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8720,35,judgment,0.15,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4329,55,interpersonal,0.3,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7790,8,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4650,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8425,45,interpersonal,0.22,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2246,88,none,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1934,62,interpersonal,0.38,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8404,8,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2893,35,judgment,0.15,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13058,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4436,48,interpersonal,0.25,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9878,8,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4125,62,judgment,0.38,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13484,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6483,82,judgment,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3192,90,none,0.7,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7253,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,9367,78,data_access,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7042,1,physical,0,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12234,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3503,8,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4915,85,judgment,0.6,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2180,82,judgment,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7200,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,9359,6,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11694,12,physical,0.04,medium,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3235,78,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7800,10,physical,0.03,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1367,48,interpersonal,0.25,medium,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8,92,none,0.75,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3607,88,judgment,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6743,65,judgment,0.4,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5247,82,judgment,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10942,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,865,68,judgment,0.42,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,837,38,interpersonal,0.18,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1232,88,none,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12384,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,15015,62,data_access,0.38,medium,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2185,72,judgment,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9524,95,none,0.82,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3711,30,interpersonal,0.12,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,15292,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3404,25,interpersonal,0.1,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3099,92,none,0.75,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4321,82,judgment,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8562,28,interpersonal,0.12,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2172,8,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,15213,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3114,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6825,6,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10289,90,none,0.75,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9044,55,judgment,0.3,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3485,78,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14743,25,judgment,0.1,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8316,92,none,0.75,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7417,62,judgment,0.38,medium,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3332,90,none,0.7,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4016,30,interpersonal,0.12,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7142,88,judgment,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4196,45,interpersonal,0.22,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9665,48,judgment,0.25,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4063,42,judgment,0.2,medium,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8568,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11724,12,physical,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4382,8,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12932,85,data_access,0.6,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1302,62,judgment,0.38,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,15120,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12746,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8805,68,interpersonal,0.42,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7392,5,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1110,90,none,0.7,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6705,10,physical,0.03,medium,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5399,42,interpersonal,0.2,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1620,78,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8268,85,none,0.6,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7576,38,judgment,0.18,medium,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13469,38,interpersonal,0.18,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,643,92,none,0.75,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2414,82,judgment,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8588,78,none,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,200,78,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9330,48,interpersonal,0.25,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6797,55,interpersonal,0.3,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6350,55,interpersonal,0.3,medium,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11425,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3227,25,interpersonal,0.1,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1960,55,judgment,0.3,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4560,35,interpersonal,0.15,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4919,55,judgment,0.3,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13160,85,none,0.6,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1594,38,interpersonal,0.18,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6665,8,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13939,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8591,8,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1061,78,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4197,95,none,0.82,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7536,90,none,0.7,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7930,10,interpersonal,0.03,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3087,94,none,0.8,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14699,15,interpersonal,0.05,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2606,28,interpersonal,0.12,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2771,58,judgment,0.35,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1125,72,judgment,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6193,12,interpersonal,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1176,78,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1727,90,none,0.7,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1621,8,physical,0.02,medium,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8210,25,interpersonal,0.1,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14702,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5640,20,interpersonal,0.08,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8651,8,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12845,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6650,12,physical,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1560,88,judgment,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7303,6,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,9649,72,interpersonal,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14962,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,198,25,interpersonal,0.1,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1192,72,judgment,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,961,82,judgment,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9997,88,none,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9556,82,judgment,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4895,6,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2107,78,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7962,85,judgment,0.6,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4812,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6296,68,interpersonal,0.42,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4790,25,interpersonal,0.1,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5498,90,none,0.7,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2107,48,judgment,0.25,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2531,12,physical,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13301,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7207,1,physical,0,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2962,92,none,0.75,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4993,28,interpersonal,0.12,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9301,85,judgment,0.6,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11550,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5025,28,interpersonal,0.12,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2542,82,judgment,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12906,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1442,82,judgment,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6077,5,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9863,88,none,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11195,10,physical,0.03,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7676,6,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8728,6,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2426,45,interpersonal,0.22,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12495,95,none,0.82,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,586,75,interpersonal,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4511,65,interpersonal,0.4,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7405,12,physical,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5736,82,judgment,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7379,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5418,72,judgment,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7286,1,physical,0,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4839,58,judgment,0.35,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12850,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8131,8,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13137,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5609,90,judgment,0.7,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7508,8,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11854,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5408,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6419,65,data_access,0.4,medium,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14235,8,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3443,42,interpersonal,0.2,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7595,6,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11003,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11234,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2048,8,interpersonal,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6765,68,data_access,0.42,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7603,10,physical,0.03,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2769,12,physical,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1832,58,judgment,0.35,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3511,48,judgment,0.25,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6328,88,judgment,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5900,95,none,0.82,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11625,5,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14824,12,physical,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,9233,88,none,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7210,1,physical,0,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6108,12,physical,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6545,22,judgment,0.08,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5954,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5530,90,none,0.7,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8310,6,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7043,92,none,0.75,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,980,65,interpersonal,0.4,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7878,88,data_access,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,277,82,judgment,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4272,92,none,0.75,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2588,58,judgment,0.35,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1983,52,judgment,0.28,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8804,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4261,35,interpersonal,0.15,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13361,6,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1153,68,judgment,0.42,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3125,94,none,0.8,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12976,6,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8492,48,interpersonal,0.25,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8517,48,interpersonal,0.25,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,530,38,interpersonal,0.18,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,113,94,none,0.8,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2882,85,judgment,0.6,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,15039,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6215,85,data_access,0.6,medium,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2610,45,judgment,0.22,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6171,12,physical,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1822,35,interpersonal,0.15,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12867,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6997,45,judgment,0.22,medium,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2898,32,interpersonal,0.15,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3964,30,interpersonal,0.12,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7269,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12991,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7524,15,interpersonal,0.05,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7764,92,none,0.75,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11848,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7777,12,physical,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12162,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5481,94,none,0.8,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4801,12,physical,0.04,medium,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2174,5,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5288,82,interpersonal,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3274,8,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,928,65,judgment,0.4,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2017,78,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3677,88,none,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6047,45,interpersonal,0.22,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13797,8,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,711,92,none,0.75,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1858,55,interpersonal,0.3,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8378,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9045,55,judgment,0.3,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7188,5,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,373,88,none,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12572,15,physical,0.05,medium,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3026,78,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1532,92,none,0.75,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3528,95,none,0.82,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5948,88,none,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10556,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5326,62,judgment,0.38,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3451,82,interpersonal,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3440,58,judgment,0.35,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9349,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7161,8,physical,0.03,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7657,20,interpersonal,0.1,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4896,10,physical,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3674,68,judgment,0.42,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2258,38,interpersonal,0.22,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13247,78,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11856,82,judgment,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7384,88,judgment,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10498,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9506,65,judgment,0.4,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6281,5,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1611,92,none,0.75,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2823,78,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7603,78,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11913,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8728,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,55,38,interpersonal,0.22,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13415,95,none,0.8,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13922,5,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,15196,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10641,5,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2953,82,data_access,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4691,42,interpersonal,0.23,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7601,32,interpersonal,0.18,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8108,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1735,75,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3689,62,interpersonal,0.38,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10744,20,judgment,0.1,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12668,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14265,78,data_access,0.5,medium,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8230,88,none,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13481,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1731,68,judgment,0.42,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3716,82,judgment,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8339,88,judgment,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4570,38,interpersonal,0.22,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10762,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3568,62,judgment,0.38,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5768,30,interpersonal,0.15,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2143,75,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,9645,88,judgment,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2913,72,judgment,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2607,52,judgment,0.3,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5095,28,interpersonal,0.15,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4741,38,interpersonal,0.22,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9352,48,interpersonal,0.27,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2127,88,judgment,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7714,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3577,52,judgment,0.3,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6484,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1589,55,interpersonal,0.32,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5693,95,none,0.8,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14444,8,physical,0.03,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2158,58,judgment,0.35,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12124,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,174,92,none,0.75,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10756,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8041,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12155,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4652,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10608,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10623,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7071,75,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1075,82,judgment,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5762,58,judgment,0.35,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2732,85,judgment,0.6,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9584,95,none,0.8,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8032,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12331,5,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3828,78,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2616,75,interpersonal,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5167,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13330,62,judgment,0.38,high,codex-gpt-5,v2.0-0bc6e57d39a2
